I really just think there is something much deeper going on here with all these different things going on.	NEUTRAL
Anyone have any ideas or suggestions?	NEUTRAL
I went undiagnosed for 12 years with Chrons.	NEUTRAL
I was always told I had IBS but I knew different I was too sick for that.	NEGATIVE
Through a colonoscopy there was some inflammation but they still did got get me a diagnoses (5 Colonoscopies later).	NEGATIVE
It was not until my doctor ran a specific blood test for Chrons that came back abnormal was I finally diagnosed with Chrons.	NEGATIVE
Be very insistent, we know our bodies better than any doctor out there.	NEUTRAL
If you know something is wrong keep pursuing it.	NEUTRAL
IBS not not include any inflammation internally and a fever and such.	NEUTRAL
Hope nobody ever has to wait as long as I did for help and treatment.	NEUTRAL
Ask your doctor for a said rate and CRP blood test.	NEUTRAL
Ask for a genetic test to be done on your blood.	NEUTRAL
Its expensive but conclusive.	POSITIVE
Crohns does not always show up in a colonoscopy.	NEGATIVE
Depends upon where it is located and that can change.	NEUTRAL
Prednisone is not for long-term therapy.	NEGATIVE
It destroys your teeth, muscles, tissues that can result in hip and shoulder replacements.	NEGATIVE
The disease ***** but you can control it with a positive attitude, healthy diet and proper medical care.	POSITIVE
I keep having rectal bleeding even though I use HC suppositories which help.	NEGATIVE
My colonoscopy and endoscopy came back negative for Crohns.	POSITIVE
Which blood tests do I need done to be sure?	NEUTRAL
i am on prednisone 10mg/day for one month for my asthma and need it to breathe better and relax.	NEUTRAL
I am in a similar position too ...	NEUTRAL
my problems started around two in a half years ago where i had extreme pain after eating any types of foods, followed by diarrhea ...	NEGATIVE
sometimes the pain was everyday, sometimes once a week but whenever it was it was so painful i would almost faint and could barely walk..	NEGATIVE
I started loosing weight, i have lost about 10kg since the pain first started.	NEGATIVE
My pains only come about once every 2months now because i am careful with the amounts i eat and how much of certain foods i can eat, i have learnt to read my stomach and when i need to stop eating in order to stop the pain from coming.	POSITIVE
I have lost my appetite and i rarely feel hungry.	NEGATIVE
Nearly every day i feel nauseous.	NEGATIVE
On the days i do not have diarrheoa i tend to be constipated, sometimes i do not go for days.	NEGATIVE
My stomach swells very easily too, half the time i look pregnant and i am a petite person.	NEGATIVE
I have been to a gastrologist for my problem and had tests upon tests.	NEGATIVE
I have had a colonscopy, endoscopy, blood tests, urine tests, stool tests and an xray and the only thing the doctor has found is that i am lactose intolerant which is far from the only problem i believe i have because even when i went on a lactose free diet for a month i was still experiencing the same problems, and now i pretty much eat lactose free butter, cheese, milk and yogurt.	NEUTRAL
Recently i also bleed from my bottom and skin came out from somewhere inside.	NEGATIVE
For a week after that i had mucus in my stool and now i keep getting anal fissures.	NEGATIVE
Has anyone else had a similar problem?	NEUTRAL
Can you still have Crohns if your IBD blood work came back normal?	NEUTRAL
A CT revealed thickening between my intestine and bowel.	NEUTRAL
The stomach pain gets me down so bad I cannot function.	NEGATIVE
I have felt pretty good the last few weeks with just mild cramping and diahrea.	POSITIVE
I have major joint pain and fatigue most of the time.	NEGATIVE
The nausea is very bad at times also.	NEGATIVE
I am an active person and these symptoms have slowed me down a lot.	NEGATIVE
I am scheduled for an upper and lower gastrointestinal next Wednesday ...	NEUTRAL
Any advice.... :	NOT_LABELED
Hi i am only 17 years old and I have been suffering with all the symptoms of chrones disease for three months straight now.	NEGATIVE
my aunty has chrones disease very bad also.	NEGATIVE
i have had numerous blood tests, urine samples, stool samples, an endoscopy, colonoscopy, MRI scan and EVERYTHING came back normal.	POSITIVE
Obviously its so frustrating and now they are putting it down to IBS.	NEGATIVE
Like you say, you know your own body better than anybody and it upsets me because I know it is something far more serious than that.	NEGATIVE
i have had lots of blood and mucus in my stools for four months without fail.	NEUTRAL
i have lost half a stone (and I am only 7 stone as it is) I sleep for days straight, I will not eat for days and the pain is unbearable the doctors prescribed me lots of codeine.	NEGATIVE
It gets me down that the doctors are leaving it to IBS because I know this is not the case.	NEGATIVE
Its horrible to think I may go 12 years living like this - it really puts a hold on reality: (thanks for all this advice it makes me feel better that there is people out there in the same position as me.	NEGATIVE
i have been suffering for 2 years.	NEGATIVE
i have had blood work, stool tests, endoscopy and colonoscopy all came back negative.	POSITIVE
My colonoscopy showed apthous ulcers in my descending colon but the biopsies came back normal.	NEUTRAL
My doctor said it would be unusual for crohns to be in that part of my intestines.	NEUTRAL
She said its usually in the small intestine.	NEUTRAL
I suffer pretty much everyday with colon pain and just a feeling of complete unwellness.	NEGATIVE
On the days I do not have a bowel movement I feel great but it seems like when I do have one, my whole body feels sick.	NEGATIVE
I also have loss of appetite at times adn some weight loss.	NEGATIVE
My doctor also told me that crohns is usually just diarrhea.	NEUTRAL
My stool is usually normal but it still makes me feel sick.	NEGATIVE
Can anyone tell me if this sounds like Crohns?	NEUTRAL
She thinks I have IBS but wants to do another colonoscopy to rule out crohns for sure.	NEUTRAL
Thanks for any help you can give me.	NOT_LABELED
My dr. just diagnosis me with crohns	NEGATIVE
I do not believe that this is my problem.	NEUTRAL
I have no signs of symptoms of crohns.	NEUTRAL
My sister, brother and son all have crohns so I know what to look for.	NEUTRAL
He did a colonoscopy and a scope down the throat (done on the same day).	NEUTRAL
The doctor . said everything was clear but he said he thought he seen an infection so he did 3 biops.	NEUTRAL
now he tells me that it is crohns and not my GB even though my GB is only working at 8% from a hida scan.	NEUTRAL
I still do not believe I have crohns but i do not know where to go from here.	NEGATIVE
He wants me to start on medicines for crohns and I am not ready to do this.	NEGATIVE
I need more proof.	NEUTRAL
Well, the most common area for Crohns disease to first strike is the terminal ileum which would be in the lower right quadrant.	NEUTRAL
HOWEVER, Crohns colitis is not at all uncommon (not the same thing as Ulcerative colitis) AND Crohns disease can strike ANYWHERE in the gastrointestinal tract from mouth to anus so....	NEGATIVE
Crohns disease is a very individualistic disease.	NEGATIVE
Most crohnies do enounter diarrhea, but there are plenty of use who encounter constipation.	NEUTRAL
My gastro likes to do colonoscopies too.	NEUTRAL
My Crohns struck first in the mid-ileum and there has not been involvement near the ileocecal valve.	NEUTRAL
So WHY would I put myself through that hor-eye-bull prep for a colonoscopy???	NEGATIVE
IF a barium upper gastrointestinal and SBFT does not give any answers, there is the CT Enterography, the MR Enterography and the Pill Camera Endoscopy.	NEUTRAL
I forgot: there is also the double balloon endoscopy (they get you from both ends and mark in the middle).	NEUTRAL
My fourteen year old has bad stabbing stomach pain to the right, below and above the belly button.	NEUTRAL
He had his appendix removed three months ago and they found imflamation around his ilium after colonoscopy they found several ulcers in his duedenal bulb.	NEUTRAL
The consult said it was not crohns after doing two enoscopy examinations and one colonoscopy.	POSITIVE
He is not gaining weight, is finding a lot of food makes the pain worse and gets very constipated - anyone have any ideas?	NEGATIVE
Angela.	NOT_LABELED
I feel bad for everyone that has to deal with this disease i have, ``"Ulcerative Colitis"'' ..	NEGATIVE
On 9-25-2012 at Memorial Hospital of Tampa i had asked my Doctor HJW is the difference between Ulcerative & Crohns Disease play a wider part in my case as to complications i may have as a result of a positive outcome on tests for Crohns (biopsy).	NEUTRAL
No sooner did i finish my question to him, did he say ``"i am not going to stand here and have you give me a F*****G course on anatomy and stormed out of my room.	NEGATIVE
So much for the ``"patients Bill of Rights"'' and or ``"Civil Rights"''.	NEGATIVE
I have since filed a Formal Complaint to the C.E.O., AHCA, Florida Department of Health Consumer Services Unit, Department of Civil Rights (OCR), Division of Quality Care, Office of the Chief Inspector General etc.	NEGATIVE
Next will be the Media.	NEUTRAL
They have stripped me of my self Dignity knowing full well that stress is already at it is peek level.Total Disregard for a human being under their care.	NEGATIVE
Hopefully some one with Administrative Power will have some morals to correct this nightmare he has inflicted upon me.	NEGATIVE
So much for private health care.	NEGATIVE
Anthem Blue Cross Blue Shield has turned a blind eye to this situation through informal complaint, but that is fixing to change through a formal complaint to their Medical Director.	NEGATIVE
Dr. HJW is accredited through them shame on them.	NEGATIVE
its a damn shame one should have to feel intimidated to further their care to recovery through the ones that treated you in the first place.	NEGATIVE
A speedy recovery to all above and beyond.	POSITIVE
J.C.	NOT_LABELED
i have been going through the whole diagnosis process for Chrons.	NEUTRAL
The colonoscopy did not show signs of it, but I had a polyp that he removed, and he took samples in my lg intestine for biopsy.	NEUTRAL
If they did not see it on the screen during the actual colonoscopy, can it still show up in the biopsies?	NEUTRAL
I have so many symptoms.	NEGATIVE
Abd pain, frequent bowel movements, feeling like I still have to go diarrhea, but nothing comes out and it hurts so bad.	NEGATIVE
I typically have about 6 BMs a day.	NEGATIVE
I have white discharge from my rectum, joint pain (knees, wrist), pain so bad that I have to take percocet and lay in bed in the fetal position.	NEGATIVE
I know something more serious than ibs is going on with me.	NEGATIVE
i have been so sick for about 4 months now.	NEGATIVE
I will get results from colonoscopy biopsies next week.	NEUTRAL
I pray they figure out what is going on with me!	NEUTRAL
I am experiencing the same thing!	NEUTRAL
Lost 20 pounds in less than a month and could not get out of bed for two.	NEGATIVE
My stomach hurts when it is empty but hurts more when I try to eat and I have to take a change of clothes with me everywhere I go because taking 2 plus Imodium.	NEGATIVE
does not help!	NEGATIVE
Have received negative results for Chrons, Addisons, Celiac and more so I must be OK, right?	POSITIVE
Have a new doctor who thinks it might be Inflammatory Bowel Disease.	NEUTRAL
Have to have an abdominal CT scan and more blood work.	NEUTRAL
Tired of taking pain pills but i am also tired of being in pain.	NEGATIVE
If ANYONE has ideas, please help!	NEUTRAL
I too am going through this for the past 4 years I have been having episodes of bloating, runs, pain in left side, night sweats and feel so unwell.	NEGATIVE
I get these large boils in my groin everytime my stomach is bad, my eyes are deteriorating, my joints all hurt, my ears are hurting and I am struggling to keep working.	NEGATIVE
This episode has been the worst I have had for a year and I am really struggling to get through it.	NEGATIVE
Had colonoscopy/endoscopy last week get results on Wednesday which can't come quick enough.	NEUTRAL
Just getting through each day at the moment is so so hard.	NEGATIVE
can't eat even drinking water makes me feel ill.	NEGATIVE
Am desperate for some answers am tired of being told its all normal aches and pains, nothing wrong with you.	NEGATIVE
Take antidepressants/valium god knows what else I have been given but its driving me insane.	NEGATIVE
What ever is going on is cruel and makes it harder not getting a doctor to find answers for me.	NEGATIVE
And doctors do not like to be told that you want certain tests done, its taken 3 years to insist on a Gastro referral from my GP and only got it because had blood in toilet.	NEGATIVE
Am hoping and praying (unlike me) that I get some answers wednesday or I will be devastated again.	NEGATIVE
I have been having this knive cutting pain in the middle of my stomach right behind my belly button.	NEGATIVE
I have had every test done possible: Colonoscopies, MRI, Cat Scans, Exploratory surgery, capsule endoscopy.	NEUTRAL
Every test I have had done comes back normal.	POSITIVE
I had the blood work done for Crohns and it came back negative.	POSITIVE
In 2012 my doctor retested me and it came back positive for a Crohns.	NEGATIVE
My doctor did not want to label me with this.	NEUTRAL
He said the test results should not change.	NEUTRAL
My primary doctor wanted to redo the blood work and the lab would not accept it because they said I was already labeled with Chrons and it would not change.	NEGATIVE
I just want to start on the medication to see if it will help.	NEUTRAL
I have read symptoms and have a friend with it and our symptoms are alike..	NEUTRAL
Any suggestions for me?	NOT_LABELED
Do you think I might have it?	NOT_LABELED
Pain is really bad after I eat.	NEGATIVE
I had a salad today and did not know what to do with myself because of the pain.	NEGATIVE
The only thing that helps is taking Oxycodone and using the heating pad.	POSITIVE
I am open for suggestions.	NOT_LABELED
Please help!	NOT_LABELED
Sara.	NOT_LABELED
I have been going through all of this for over 10 years . I have had multiple colonoscopys and endoscopys and ct scans mri exploratory surgery where I had 4ft of my small intestines removed.	NEGATIVE
I have severe abdominal pain all the time and cramps and blood in my stools and diarrhea and then times of constipation.	NEGATIVE
I have severe bloating and my eyes get watery and blurry at times.	NEGATIVE
I have been hospitalized for diverticulitis in the past for gastritis they have done all kinds of stool test and blood test all negative for crohns and all the biopsies have been negative, they did one expensive blood genetic test and if was inconclusive but indicated some kind of inflammatory bowel disease.	NEGATIVE
Have been referred to another specialist and fixing to have a gastric emptying test and mri entergraphy and HBT test and another colonoscopy and endoscopy and hoping that they would just find something that would come back positive so that they would treat me for crohn and stop telling me it is just ibs, i know my body and it is more than just ibs and i have never been more sicker or hurt as much as i do now.	NEGATIVE
I have been having symptoms of Crohns for 3 months and last year I had two other episodes with these same symptoms lasting 1-2 months.	NEUTRAL
IBD blood work is positive for Crohns.	NEUTRAL
CT scan and colonoscopy are negative, but endoscopy shows inflammation.	NEUTRAL
The doctor decided it was more likely it was just IBS, but I do not think I could be this sick for this long just from IBS.	NEUTRAL
Any thoughts?	NOT_LABELED
I think you need to find a new gastrointestinal doctor.	NEUTRAL
Its not ok to blow off a patient.	NEGATIVE
Find one who actually cares about your health and well-being.	POSITIVE
And insist on a camera endoscopy.	NEUTRAL
Its the only thing that can show what is really going on in your small intestine.	NEUTRAL
I just had it done yesterday and am waiting on the results.	NEUTRAL
i am fairly certain my doctor thinks I have Crohns even though most of my tests and biopsies have come back negative.	NEUTRAL
I, too, show all the symptoms (diarrhea, abdominal pain, mouth ulcers, joint and muscle pain, red swollen eyes, exhaustion ...), but they have not given me a definitive diagnosis or a treatment plan.	NEGATIVE
This has been a 3 month process of every test imaginable.	NEGATIVE
In the meantime, I have picked up a few books on the disease to help me get on a Crohns diet plan to help with the flare ups (half.com has many options for less money).	NEUTRAL
Maybe this will help you too?	NEUTRAL
Hopefully in another week Ill have my answers.	POSITIVE
Good luck to you friend!	POSITIVE
I am 38 years old.	NEUTRAL
I have been having symptoms of Crohns for 4 months.	NEUTRAL
I was send to do a fructan intolerance test.	NEUTRAL
I came positive to fructan intolerance.Then the doctor order some blood test IgA Ref (38.9) IgG (55.0) possible crohns disease.	NEUTRAL
Then he order a video capsule endoscopy with a finding of significant mid- and distal small bowel lymphoid hyperplasia.	NEGATIVE
Then he order a ct scan with results possible non-specific ileitis (demonstrate a thickened loop of the distal ileum which is nonspecific finding) now he order a colonoscopy with ileoscopy to due a biopsy.	NEGATIVE
He wrote that he what is to rule out lymphoproliferative process ...	NEUTRAL
I am supper worry.	NEGATIVE
I cannot sleep ...	NEGATIVE
what is going on?	NEUTRAL
Should I be supper worry?	NEGATIVE
Can some one explain what all this means?	NEUTRAL
Thanks for the help.	NOT_LABELED
The core of the problem is autoimmune, our immune keep atacking our body causes Ulcerative colitis or Crohn.	NEUTRAL
I got UC.	NEUTRAL
Before my immune attacked knees joint, ankylosing spondilitis.	NEUTRAL
I went to doctor but seems helpless because they kept trying to heal my joint.	NEGATIVE
The problem is the auto immune.	NEUTRAL
It happened 10 years ago.	NEUTRAL
Until I found mangosteen skin juice named xamthone (indonesia is my country) it helped a lot to control my immune and my joint healed by itself.	POSITIVE
I back to normal life and skip drinking xamthone mangosteen skin juice.	NEUTRAL
3 months ago I got hemorrhoid and fistula, hurt so bad!	NEGATIVE
I went to doctor and he heal me with 9 injection everyweek to my hemorrhoid and fistula, but he found there are put in my colon and giving me antibiotics levaquin for 7 days if pus is not gone yet he asked me to do endoscopy.	NEUTRAL
i am so afraid what happened to me since I felt better after my hemorrhoid cure.	NEGATIVE
Then I start search the internet and found that I got ulcerative colitis caused by auto immune.	NEUTRAL
I start to drink that mangosteen juice anymore and feel better.	POSITIVE
Autoimmune causes UC, UC causes hemorrhoid and fistula.	NEUTRAL
Before.	NOT_LABELED
Autoimmune causes joint disease ankilosing spondilitis.	NEUTRAL
So we need to control our immune and mangosteen skin juice help me (God showed me) I searched a lot and found that cabbage also helped.	POSITIVE
Control the autoimmune first!	NEUTRAL
Go chek the diseases that caused by autoimmune.	NEUTRAL
Hope it helps, Indonesia.	NOT_LABELED
I have the exact same problem I just had a endoscopy and colonoscopy done which came back normal I have a anal fissure I have been having this problem for about 12 years and they are still doing tests but I have not gotten blood work done that is my next thing to do because only you truly know your body and when something is not right.	NEGATIVE
I have recently been informed that I have suspected crohns disease and IBS.	NEGATIVE
I have had 2 colonscopies and various blood and stool tests.	NEUTRAL
I also have a diagnosis of Herpes simplex 2 and recently the episodes of IBS have increased as a result of my period, as have the herpes epsiodes- is there a direct link with herpes and IBS/Crohns and if so if I were to treat the herpes would this improve my bowel symptoms.	NEUTRAL
Thanks.	NOT_LABELED
I have the same problem, but from the information I have gathered is that herpes flare ups happen when our bodies are under stress.	NEUTRAL
I have to say having to go to the potty 5 to 7 times a day canker sores stomach cramps alternating constipation and loose/soft stools are very stressful.	NEGATIVE
if I find out anything different I will be sure to share please do the same I would love to know of any connection.	NEUTRAL
I think mine is type 1 I get them on my face.	NEUTRAL
On your face is herpes simplex1, in the genitalia it is herpes simplex 2.	NEUTRAL
I too have Crohns and have ``"cold sores"'' - herpes simplex1.	NEUTRAL
I have only once or twice had a breakout while also severely ill and in the hospital from the disease.	NEGATIVE
I see no direct link to the illness except that as emg454 mentioned, herpes reacts to stress.	NEUTRAL
When you are in a ``"major"'' flare up verses the everyday things that come with this illness, and anything else in your life that can be compounding the ``"stress situation"'' ie..family, kids, work, fear of losing job/medical benefits, possible surgery, etc ...	NEGATIVE
it all adds to the stress your body is under while trying to fend off the attack on our immune systems, therefore you could be susceptible to further outbreaks.	NEGATIVE
Hope this helps some.	POSITIVE
Kim.	NOT_LABELED
I just started a treatment regimen for the herpes i have cold sores.	NEUTRAL
My doctor is doing a medical study to see if this medicine will work.	NEUTRAL
He put me on acyclovir 800 mg 2 times a day and 15mg of meloxicam 1 x a day and gave me a sample pack of a pain medicine I cannot remember the name of it.	NEUTRAL
This is a surgeon in my area he is a very good doctor.	POSITIVE
He says my cold sores and my stress are directly related to my severe stomach/abdominal pain.	NEUTRAL
I had gastric bypass surgery last June 2011 before this I never had much stomach pain or cold sores.	NEUTRAL
I WANT TO KNOW CAN HERPES TYPE 2 BOTHER YOUR IBS?	NEUTRAL
I have been in a world of pain and discomfort for about a year now.	NEGATIVE
I am a gay man that thought I was careful, but appearantly not enough.	NEGATIVE
What I thought was an occasional about of hemmoroids, which runs in the family, turned out to not go away and become a major issue.	NEGATIVE
The doctors were baffled by my symtoms, and lightly asked if I have stuck something up my ***.	NEGATIVE
Of course I said no, but they said my symptoms looked like Crohns disease.	NEUTRAL
After a Colonocopy, they ruled that out.	POSITIVE
, which supriesd me because all my symptoms were spot on for Crohns.	NEUTRAL
My partner recently tested positive for herpes, because he had an outbreak, and had to get a painful circumcision, as a result.	NEGATIVE
So now, I have health insurance and the means to pay for treatment needed to get tested, which scares the **** out of me, to see if I have it, so I can get the right treatment.	NEGATIVE
But my symptoms have progressed since my last visit ...	NEGATIVE
now I have hemmroid-like protrusions around my anus that bleed, and burn lightly...on a good day, and I have dealt with this for a year, out of fear of doctors.	NEGATIVE
I have lived my life as a straight man and was even married to a wonderful woman...... be safe, no matter how much you trust someone ...	NEUTRAL
I feel like damaged goods now.	NEGATIVE
Take care.	NEUTRAL
I have been in a world of pain and discomfort for about a year now.	NEGATIVE
I am a gay man that thought I was careful, but appearantly not enough.	NEGATIVE
What I thought was an occasional about of hemmoroids, which runs in the family, turned out to not go away and become a major issue.	NEGATIVE
The doctors were baffled by my symtoms, and lightly asked if I have stuck something up my ***.	NEGATIVE
Of course I said no, but they said my symptoms looked like Crohns disease.	NEUTRAL
After a Colonocopy, they ruled that out, which supriesd me because all my symptoms were spot on for Crohns.	POSITIVE
My partner recently tested positive for herpes, because he had an outbreak, and had to get a painful circumcision, as a result.	NEGATIVE
So now, I have health insurance and the means to pay for treatment needed to get tested, which scares the **** out of me, to see if I have it, so I can get the right treatment.	NEGATIVE
But my symptoms have progressed since my last visit ...	NEGATIVE
now I have hemmroid-like protrusions around my anus that bleed, and burn lightly...on a good day, and I have dealt with this for a year, out of fear of doctors.	NEGATIVE
I have lived my life as a straight man and was even married to a wonderful woman...... be safe, no matter how much you trust someone ...	NEUTRAL
I feel like damaged goods now.	NEGATIVE
Take care.	NEUTRAL
Hey guys, if you have any questions that still need answers please post a new question so we can help you out.	POSITIVE
Thank you!	NOT_LABELED
Hi Guys, I see this is a really old thread, but I want to share the information I have on this matter as it s a top very close to my heart and I want to help anyone I can who is also struggling with these health issues ...	POSITIVE
I have struggled with IBS-C since I was a little girl, and contracted HSV2 about 5 years ago.	NEUTRAL
I have dealt with weekly, if not daily, herpes outbreaks since my contracting it.	NEGATIVE
I found when my gut acted up (pain, distention, bloating, constipation etc), I would get an outbreak within hours.	NEGATIVE
Even taking Valtex at 1G per day did not stop it.	NEGATIVE
I work out regularly, eat a whole foods diet and have seen a therapist regularly to manage stress.	NEUTRAL
Nothing helped, if anything it got worse over the years.	NEGATIVE
I have only recently, in the past year, found out that the underlying because of IBS is often a condition called SIBO (small intestinal bacteria overgrowth).	NEUTRAL
This is when bacteria that is only meant to be in the large intestine makes its way up in to the small intestine.	NEUTRAL
This can because damage to the mucosal lining of the small intestine as well as create gas, blasting, constipation, diarrhea, food intolerances, marijuana fatigue etc.	NEUTRAL
The reason this happens is due to low stomach acid, pancreatic exocrine function, and/or malfunctioning ileocecal valve.Bascially stress from emotions, food, drugs (recreational or pharma) all contribute to this problem.	NEUTRAL
The overgrowth of bacteria in the small intestine leads to a lot of endotoxins (waste) from the bacteria.	NEUTRAL
This waste damages the nerves surrounding in the gut leading to issues with motility (constipation, diarrhea), and weakens the immune system.	NEUTRAL
This is what lead to an opportunity for the herpes virus to express itself in me regularly.	NEGATIVE
It took me years to find this out.	NEGATIVE
I thought I was being punished and was always going to have this health situation, but luckily, I do not.	POSITIVE
To heal SIBO, you need to have a doctor or nutritionist supervise and provide a healing protocol via a diet called Low FODMAP"'', and one, to several rounds of either pharmaceutical or herbal antibiotics to rebalance the microbiome.	NEUTRAL
The low FODMAPs diet will reduce inflammation and help to starve the bacteria.	POSITIVE
Most find a huge relief in symptoms from cutting out high FODMAP foods alone, but that is only half the battle.	POSITIVE
You need the anti-microbials and re-inocculation.	NEUTRAL
Testing for SIBO is key.	NEUTRAL
You can do so through a Naturopath or Nutritionist.	NEUTRAL
Its important to know you have it for sure.	NEUTRAL
Keep in mind, studies are now proving that SIBO is the underlying case of IBS, and can be cured with patience and diligence.	NEUTRAL
So, the link between IBS and herpes is real.	NEUTRAL
IBS/SIBO severely weakens the immune system and creates the space of the virus to wreak havoc.	NEUTRAL
When you get the gut micrbiome under control, the virus will not have the same opportunities to express itself.	POSITIVE
